User;Note;Noteur;Feedback
nicolas_s;;howard_s;
bruce_w;0;bruce_w;0
olivier_z;16;didier_f;1
maelle_m;12;leo_g;3
georges_b;;jean_t;
michel_r;13;hans_z;5
trevor_r;6;roxane_e;3
sandra_n;9;moulinette;3
leo_g;15;marie_c;4
melissa_v;3;moulinette;0
adam_e;9;bertrand_y;4
david_a;3;bruce_w;4
bruce_w;16;leo_g;4
marcel_j;;david_a;
roxane_e;16;francois_h;0
olivier_z;3;roxane_e;1
mathieu_c;6;howard_s;5
laurent_g;13;john_w;1
michel_r;;lois_l;
laurent_g;13;melissa_v;0
ludovic_k;4;michel_r;5
steve_j;14;ludovic_k;5
leo_g;16;olivier_z;5
lois_l;;melissa_v;
adam_e;12;howard_s;0
maelle_m;1;clark_k;4
melissa_v;10;olivier_z;3
marie_c;2;mathieu_c;4
david_a;;francois_h;
marie_c;18;melissa_v;5
marie_c;;marie_c;
nicolas_s;8;bruce_w;1
leo_g;;dexter_m;
joseph_c;12;ludovic_k;5
michel_r;;howard_s;
francois_h;17;steve_j;3
laurent_g;5;bruce_w;3
trevor_r;;hans_z;
john_w;;georges_b;
steve_j;6;laurent_g;2
maelle_m;7;michel_r;1
sandra_n;19;didier_f;4
leo_g;7;melissa_v;0
melissa_v;6;joseph_c;4
didier_f;7;francois_h;5
jean_t;8;trevor_r;4
adam_e;2;laurent_g;4
sandra_n;;steve_j;
lois_l;20;bruce_w;1
laurent_g;;michel_r;
bruce_w;19;mathieu_c;4
david_a;0;david_a;5
clark_k;17;david_a;3
sandra_n;8;dexter_m;3
bruce_w;;dexter_m;
maelle_m;;david_a;
francois_h;9;francois_h;2
marcel_j;5;bertrand_y;3
steve_j;7;roxane_e;4
trevor_r;;leo_g;
steve_j;;leo_g;
david_a;19;sandra_n;5
joseph_c;9;leo_g;4
sandra_n;5;marie_c;2
marie_c;;dexter_m;
mathieu_c;15;marie_c;0
maelle_m;;howard_s;
bertrand_y;;didier_f;
dexter_m;17;jean_t;5
jean_t;10;olivier_z;2
bertrand_y;9;david_a;5
michel_r;15;steve_j;2
laurent_g;;didier_f;
laurent_g;;bertrand_y;
sandra_n;7;maelle_m;2
nicolas_s;10;didier_f;5
sandra_n;2;bruce_w;4
clark_k;18;trevor_r;4
olivier_z;7;francois_h;3
olivier_z;8;bruce_w;0
steve_j;7;didier_f;2
maelle_m;7;adam_e;4
clark_k;10;francois_h;5
jean_t;1;leo_g;4
howard_s;;laurent_g;
didier_f;;david_a;
clark_k;18;olivier_z;1
lois_l;17;roxane_e;3
michel_r;;leo_g;
lois_l;17;clark_k;0
olivier_z;20;michel_r;2
marcel_j;18;marie_c;0
laurent_g;;marcel_j;
ludovic_k;1;adam_e;3
sandra_n;;lois_l;
laurent_g;;adam_e;
david_a;6;marie_c;5
marcel_j;10;trevor_r;5
adam_e;0;roxane_e;5
lois_l;;laurent_g;
roxane_e;4;dexter_m;5
leo_g;1;bruce_w;4
hans_z;;adam_e;
georges_b;19;moulinette;4
nicolas_s;11;joseph_c;0
michel_r;;trevor_r;
trevor_r;4;bruce_w;0
trevor_r;4;marie_c;5
david_a;8;ludovic_k;0
olivier_z;;hans_z;
david_a;10;maelle_m;5
bertrand_y;;joseph_c;
joseph_c;5;trevor_r;2
joseph_c;;dexter_m;
marcel_j;9;clark_k;2
laurent_g;14;hans_z;0
lois_l;14;jean_t;0
didier_f;18;olivier_z;0
dexter_m;3;lois_l;5
adam_e;19;jean_t;3
ludovic_k;11;melissa_v;3
marie_c;2;jean_t;3
john_w;1;leo_g;2
bruce_w;7;maelle_m;3
michel_r;;roxane_e;
maelle_m;;didier_f;
steve_j;19;bruce_w;3
david_a;15;leo_g;2
michel_r;13;sandra_n;3
lois_l;17;john_w;2
hans_z;;ludovic_k;
didier_f;8;nicolas_s;3
maelle_m;;sandra_n;
jean_t;;david_a;
david_a;8;marcel_j;1
marcel_j;3;dexter_m;1
leo_g;10;michel_r;3
melissa_v;;didier_f;
joseph_c;10;howard_s;2
michel_r;;laurent_g;
steve_j;10;melissa_v;4
olivier_z;5;marcel_j;1
david_a;9;joseph_c;2
trevor_r;19;moulinette;5
mathieu_c;9;steve_j;3
laurent_g;;olivier_z;
joseph_c;17;michel_r;3
clark_k;19;bruce_w;2
lois_l;1;leo_g;2
hans_z;17;nicolas_s;3
bertrand_y;;dexter_m;
howard_s;17;didier_f;0
marie_c;;ludovic_k;
francois_h;;roxane_e;
georges_b;13;marie_c;2
michel_r;;bertrand_y;
georges_b;1;maelle_m;0
john_w;10;roxane_e;3
trevor_r;2;olivier_z;4
laurent_g;;lois_l;
david_a;7;laurent_g;5
jean_t;16;dexter_m;1
trevor_r;0;georges_b;0
adam_e;4;leo_g;2
jean_t;;sandra_n;
ludovic_k;8;clark_k;4
trevor_r;;john_w;
bruce_w;1;trevor_r;0
marie_c;15;david_a;1
howard_s;12;marie_c;0
marie_c;;olivier_z;
marcel_j;15;lois_l;5
john_w;3;didier_f;2
melissa_v;3;maelle_m;3
laurent_g;16;moulinette;4
leo_g;8;jean_t;5
hans_z;;howard_s;
sandra_n;;joseph_c;
sandra_n;;francois_h;
michel_r;5;moulinette;2
hans_z;7;marcel_j;4
ludovic_k;10;maelle_m;0
roxane_e;0;joseph_c;5
olivier_z;12;olivier_z;0
bertrand_y;5;leo_g;0
ludovic_k;8;mathieu_c;3
sandra_n;4;bertrand_y;2
nicolas_s;8;maelle_m;0
melissa_v;;roxane_e;
clark_k;20;laurent_g;0
clark_k;7;john_w;4
georges_b;9;clark_k;5
david_a;8;roxane_e;1
howard_s;;roxane_e;
marcel_j;;melissa_v;
clark_k;2;leo_g;4
olivier_z;19;ludovic_k;1
mathieu_c;;marcel_j;
john_w;9;clark_k;0
hans_z;14;francois_h;3
clark_k;12;lois_l;2
roxane_e;7;marie_c;5
michel_r;19;dexter_m;5
francois_h;;sandra_n;
georges_b;12;leo_g;3
marcel_j;13;didier_f;4
francois_h;5;david_a;4
mathieu_c;15;bertrand_y;2
nicolas_s;2;steve_j;3
john_w;16;olivier_z;0
maelle_m;6;nicolas_s;2
joseph_c;;didier_f;
maelle_m;13;maelle_m;5
leo_g;9;maelle_m;0
olivier_z;19;howard_s;2
bruce_w;3;melissa_v;2
melissa_v;6;sandra_n;4
bertrand_y;2;bruce_w;0
bruce_w;19;moulinette;2
hans_z;;john_w;
olivier_z;;leo_g;
ludovic_k;;nicolas_s;
ludovic_k;12;jean_t;3
marie_c;2;sandra_n;5
clark_k;5;maelle_m;5
leo_g;;leo_g;
dexter_m;;david_a;
hans_z;15;hans_z;0
sandra_n;16;georges_b;4
nicolas_s;6;clark_k;0
joseph_c;;david_a;
hans_z;20;georges_b;2
bertrand_y;2;marcel_j;2
john_w;11;david_a;4
trevor_r;;melissa_v;
john_w;15;steve_j;4
nicolas_s;16;nicolas_s;5
joseph_c;12;moulinette;3
leo_g;;howard_s;
maelle_m;;steve_j;
marie_c;2;trevor_r;3
didier_f;;steve_j;
jean_t;;mathieu_c;
john_w;15;trevor_r;4
bertrand_y;16;maelle_m;1
steve_j;6;joseph_c;1
laurent_g;2;laurent_g;1
georges_b;;roxane_e;
lois_l;;sandra_n;
howard_s;;mathieu_c;
melissa_v;13;francois_h;2
trevor_r;4;michel_r;0
dexter_m;3;bertrand_y;1
nicolas_s;;roxane_e;
francois_h;;jean_t;
sandra_n;;roxane_e;
hans_z;;sandra_n;
howard_s;;trevor_r;
nicolas_s;9;mathieu_c;2
ludovic_k;2;laurent_g;0
howard_s;11;clark_k;4
leo_g;20;roxane_e;4
john_w;;michel_r;
lois_l;16;steve_j;4
melissa_v;9;lois_l;1
georges_b;7;ludovic_k;0
francois_h;;olivier_z;
sandra_n;;melissa_v;
hans_z;;jean_t;
bertrand_y;1;howard_s;4
georges_b;16;joseph_c;0
olivier_z;8;lois_l;1
lois_l;;joseph_c;
trevor_r;18;sandra_n;0
howard_s;;dexter_m;
steve_j;13;lois_l;1
francois_h;13;mathieu_c;2
adam_e;4;clark_k;3
marie_c;;laurent_g;
adam_e;;sandra_n;
francois_h;13;moulinette;4
trevor_r;;trevor_r;
laurent_g;;nicolas_s;
ludovic_k;;lois_l;
sandra_n;15;mathieu_c;0
david_a;5;michel_r;5
david_a;10;adam_e;2
mathieu_c;;georges_b;
roxane_e;1;bertrand_y;0
marie_c;18;marcel_j;0
bruce_w;4;olivier_z;0
steve_j;20;john_w;2
adam_e;2;adam_e;5
david_a;0;john_w;3
olivier_z;15;melissa_v;0
francois_h;5;bruce_w;5
lois_l;12;bertrand_y;5
francois_h;12;georges_b;0
ludovic_k;3;hans_z;4
olivier_z;8;georges_b;0
roxane_e;7;didier_f;5
roxane_e;0;leo_g;2
sandra_n;3;laurent_g;0
bertrand_y;;melissa_v;
leo_g;6;moulinette;3
bruce_w;11;hans_z;4
john_w;;marcel_j;
dexter_m;4;maelle_m;0
mathieu_c;18;nicolas_s;0
dexter_m;10;roxane_e;5
didier_f;12;moulinette;0
lois_l;;howard_s;
maelle_m;17;bertrand_y;5
bertrand_y;6;hans_z;1
sandra_n;12;sandra_n;4
david_a;20;hans_z;3
lois_l;;hans_z;
dexter_m;8;marcel_j;3
hans_z;1;lois_l;2
roxane_e;;georges_b;
roxane_e;17;moulinette;3
olivier_z;9;maelle_m;5
mathieu_c;;didier_f;
steve_j;;trevor_r;
dexter_m;;sandra_n;
leo_g;;lois_l;
marie_c;6;adam_e;4
roxane_e;;marcel_j;
lois_l;19;georges_b;0
steve_j;18;jean_t;5
mathieu_c;10;francois_h;4
john_w;;francois_h;
marie_c;19;leo_g;3
dexter_m;;ludovic_k;
bruce_w;;david_a;
joseph_c;20;clark_k;0
jean_t;2;ludovic_k;2
marie_c;3;clark_k;4
hans_z;0;roxane_e;3
joseph_c;8;john_w;1
leo_g;2;didier_f;2
bruce_w;18;roxane_e;5
leo_g;6;marcel_j;5
joseph_c;2;hans_z;5
dexter_m;7;leo_g;0
clark_k;17;jean_t;1
georges_b;13;dexter_m;5
maelle_m;18;moulinette;1
howard_s;1;steve_j;4
melissa_v;;laurent_g;
joseph_c;3;olivier_z;0
jean_t;;adam_e;
marcel_j;20;francois_h;2
mathieu_c;8;trevor_r;4
jean_t;;laurent_g;
marie_c;;lois_l;
clark_k;5;marie_c;5
jean_t;0;nicolas_s;4
michel_r;20;olivier_z;3
maelle_m;4;trevor_r;1
howard_s;7;john_w;3
ludovic_k;;georges_b;
mathieu_c;19;david_a;3
howard_s;19;olivier_z;3
mathieu_c;2;laurent_g;2
dexter_m;;michel_r;
jean_t;;jean_t;
dexter_m;6;olivier_z;1
olivier_z;9;moulinette;0
roxane_e;19;howard_s;1
steve_j;3;bertrand_y;1
trevor_r;4;david_a;0
lois_l;;david_a;
howard_s;6;bertrand_y;3
nicolas_s;1;melissa_v;4
trevor_r;;didier_f;
john_w;15;ludovic_k;0
hans_z;;dexter_m;
dexter_m;10;howard_s;1
francois_h;;maelle_m;
bruce_w;2;howard_s;4
trevor_r;5;ludovic_k;2
trevor_r;12;nicolas_s;0
john_w;;mathieu_c;
jean_t;17;georges_b;0
marie_c;8;georges_b;4
leo_g;13;laurent_g;2
roxane_e;9;bruce_w;3
trevor_r;8;dexter_m;2
dexter_m;;john_w;
marcel_j;8;hans_z;5
marcel_j;11;michel_r;3
laurent_g;20;ludovic_k;0
steve_j;7;sandra_n;0
francois_h;14;clark_k;5
ludovic_k;;howard_s;
lois_l;17;marcel_j;0
georges_b;;francois_h;
joseph_c;;adam_e;
melissa_v;;adam_e;
roxane_e;3;david_a;4
nicolas_s;16;dexter_m;3
nicolas_s;8;lois_l;0
david_a;13;mathieu_c;1
roxane_e;;steve_j;
jean_t;;bertrand_y;
melissa_v;;dexter_m;
dexter_m;;clark_k;
hans_z;;maelle_m;
trevor_r;1;maelle_m;5
lois_l;;dexter_m;
bruce_w;18;steve_j;3
clark_k;13;ludovic_k;4
olivier_z;8;trevor_r;2
adam_e;;lois_l;
nicolas_s;1;sandra_n;1
laurent_g;;mathieu_c;
melissa_v;16;bruce_w;3
laurent_g;0;clark_k;3
ludovic_k;8;francois_h;3
bertrand_y;14;adam_e;1
michel_r;;david_a;
olivier_z;15;marie_c;3
ludovic_k;8;david_a;3
maelle_m;3;francois_h;4
maelle_m;15;georges_b;0
steve_j;20;marcel_j;0
didier_f;;howard_s;
david_a;2;olivier_z;0
trevor_r;2;marcel_j;0
adam_e;9;maelle_m;3
marcel_j;;jean_t;
lois_l;;lois_l;
steve_j;3;adam_e;2
michel_r;5;georges_b;0
trevor_r;6;bertrand_y;4
nicolas_s;0;georges_b;0
john_w;6;melissa_v;4
clark_k;14;mathieu_c;4
sandra_n;12;john_w;1
michel_r;;nicolas_s;
mathieu_c;0;olivier_z;0
steve_j;15;georges_b;2
john_w;13;joseph_c;5
olivier_z;13;sandra_n;0
melissa_v;19;marie_c;3
melissa_v;7;howard_s;2
trevor_r;;steve_j;
bertrand_y;9;moulinette;4
georges_b;12;sandra_n;2
marcel_j;14;joseph_c;0
melissa_v;;john_w;
ludovic_k;;olivier_z;
ludovic_k;6;marcel_j;2
michel_r;;adam_e;
bertrand_y;;marie_c;
bruce_w;7;laurent_g;2
olivier_z;;bertrand_y;
michel_r;16;jean_t;4
ludovic_k;4;ludovic_k;5
adam_e;;georges_b;
marie_c;14;maelle_m;5
michel_r;18;francois_h;5
bruce_w;;georges_b;
bertrand_y;;lois_l;
didier_f;3;adam_e;4
roxane_e;0;jean_t;1
melissa_v;;leo_g;
howard_s;9;moulinette;0
bertrand_y;2;jean_t;1
francois_h;;adam_e;
bertrand_y;12;roxane_e;1
melissa_v;1;melissa_v;2
howard_s;;marcel_j;
joseph_c;;georges_b;
bertrand_y;;laurent_g;
joseph_c;;francois_h;
lois_l;15;mathieu_c;2
marcel_j;;sandra_n;
sandra_n;16;adam_e;0
hans_z;;didier_f;
jean_t;0;bruce_w;3
clark_k;0;sandra_n;4
john_w;;dexter_m;
bertrand_y;12;steve_j;2
mathieu_c;10;sandra_n;0
bertrand_y;4;clark_k;3
ludovic_k;;john_w;
marie_c;14;francois_h;3
bertrand_y;2;trevor_r;4
mathieu_c;;jean_t;
melissa_v;11;marcel_j;5
bertrand_y;3;sandra_n;4
mathieu_c;11;ludovic_k;1
didier_f;;sandra_n;
david_a;;lois_l;
mathieu_c;0;bruce_w;1
steve_j;6;francois_h;3
michel_r;13;didier_f;2
steve_j;;howard_s;
lois_l;5;michel_r;3
sandra_n;14;michel_r;0
melissa_v;20;bertrand_y;1
maelle_m;;hans_z;
hans_z;13;mathieu_c;4
sandra_n;6;hans_z;3
melissa_v;12;mathieu_c;1
lois_l;0;trevor_r;5
adam_e;;mathieu_c;
marcel_j;4;marcel_j;5
bruce_w;;nicolas_s;
jean_t;11;steve_j;2
laurent_g;16;marie_c;1
didier_f;;trevor_r;
laurent_g;;roxane_e;
didier_f;;laurent_g;
maelle_m;;ludovic_k;
lois_l;15;adam_e;1
dexter_m;;mathieu_c;
roxane_e;17;mathieu_c;1
adam_e;;bruce_w;
joseph_c;;lois_l;
leo_g;2;hans_z;1
georges_b;0;john_w;3
joseph_c;9;maelle_m;5
marcel_j;;mathieu_c;
jean_t;6;marcel_j;5
sandra_n;18;olivier_z;1
mathieu_c;14;michel_r;0
jean_t;16;marie_c;5
didier_f;10;mathieu_c;0
john_w;;nicolas_s;
sandra_n;6;ludovic_k;5
didier_f;;bertrand_y;
didier_f;10;clark_k;4
dexter_m;7;hans_z;0
lois_l;;olivier_z;
didier_f;;john_w;
bruce_w;0;jean_t;1
adam_e;16;joseph_c;3
trevor_r;;francois_h;
georges_b;;olivier_z;
olivier_z;18;mathieu_c;5
nicolas_s;18;moulinette;0
clark_k;11;dexter_m;2
bruce_w;;sandra_n;
jean_t;17;clark_k;4
didier_f;;maelle_m;
bertrand_y;;nicolas_s;
hans_z;3;steve_j;5
marcel_j;3;bruce_w;1
laurent_g;19;david_a;0
laurent_g;;steve_j;
bruce_w;;marie_c;
georges_b;0;laurent_g;4
roxane_e;;ludovic_k;
georges_b;;nicolas_s;
francois_h;20;leo_g;0
leo_g;15;adam_e;5
joseph_c;;steve_j;
olivier_z;;dexter_m;
roxane_e;18;sandra_n;1
david_a;8;didier_f;1
marcel_j;5;steve_j;0
laurent_g;14;georges_b;1
bertrand_y;15;michel_r;1
dexter_m;12;marie_c;4
david_a;;nicolas_s;
john_w;;howard_s;
marie_c;;michel_r;
marcel_j;7;moulinette;0
clark_k;17;joseph_c;0
didier_f;;bruce_w;
marie_c;19;bertrand_y;4
clark_k;;bertrand_y;
clark_k;10;moulinette;0
david_a;16;dexter_m;2
nicolas_s;;david_a;
joseph_c;4;roxane_e;5
michel_r;20;maelle_m;4
david_a;18;trevor_r;2
howard_s;3;francois_h;1
nicolas_s;7;leo_g;4
nicolas_s;3;bertrand_y;3
ludovic_k;13;bertrand_y;3
howard_s;3;howard_s;3
nicolas_s;14;michel_r;2
adam_e;9;olivier_z;2
bruce_w;8;bertrand_y;5
john_w;9;adam_e;2
clark_k;6;melissa_v;5
georges_b;;melissa_v;
dexter_m;7;moulinette;5
trevor_r;9;mathieu_c;0
maelle_m;19;melissa_v;1
sandra_n;15;clark_k;2
leo_g;16;sandra_n;5
dexter_m;;georges_b;
melissa_v;6;ludovic_k;3
jean_t;;maelle_m;
howard_s;10;melissa_v;4
michel_r;;clark_k;
dexter_m;15;melissa_v;3
hans_z;;trevor_r;
adam_e;19;marcel_j;0
leo_g;;bertrand_y;
ludovic_k;;bruce_w;
michel_r;3;mathieu_c;5
olivier_z;13;john_w;2
sandra_n;11;jean_t;3
nicolas_s;;laurent_g;
joseph_c;;melissa_v;
john_w;16;hans_z;0
howard_s;;maelle_m;
olivier_z;;adam_e;
hans_z;20;bruce_w;3
hans_z;19;clark_k;1
sandra_n;15;nicolas_s;4
georges_b;;howard_s;
roxane_e;;michel_r;
steve_j;15;maelle_m;3
laurent_g;;joseph_c;
bruce_w;6;john_w;4
dexter_m;17;didier_f;5
roxane_e;20;trevor_r;4
didier_f;20;ludovic_k;1
hans_z;3;moulinette;4
jean_t;3;lois_l;1
howard_s;;adam_e;
mathieu_c;15;clark_k;4
leo_g;7;nicolas_s;5
joseph_c;;bruce_w;
adam_e;8;melissa_v;4
marcel_j;9;nicolas_s;0
bruce_w;13;clark_k;5
nicolas_s;2;trevor_r;1
trevor_r;6;laurent_g;0
marcel_j;20;john_w;0
marcel_j;;howard_s;
clark_k;2;hans_z;4
bruce_w;;francois_h;
david_a;10;clark_k;1
michel_r;;bruce_w;
bertrand_y;;bertrand_y;
laurent_g;20;trevor_r;5
bruce_w;2;didier_f;5
mathieu_c;;lois_l;
joseph_c;;jean_t;
hans_z;;melissa_v;
hans_z;20;michel_r;1
mathieu_c;;dexter_m;
roxane_e;8;laurent_g;3
howard_s;;georges_b;
joseph_c;;marcel_j;
francois_h;2;marcel_j;0
john_w;;jean_t;
bertrand_y;12;olivier_z;4
dexter_m;;adam_e;
melissa_v;17;georges_b;3
roxane_e;;adam_e;
john_w;;lois_l;
hans_z;7;olivier_z;5
john_w;19;bertrand_y;2
melissa_v;13;hans_z;1
melissa_v;6;trevor_r;5
maelle_m;5;marcel_j;4
roxane_e;5;john_w;0
mathieu_c;14;roxane_e;1
sandra_n;20;leo_g;3
melissa_v;;nicolas_s;
bruce_w;15;joseph_c;1
bertrand_y;11;mathieu_c;0
john_w;;maelle_m;
laurent_g;5;francois_h;5
howard_s;16;michel_r;2
ludovic_k;5;dexter_m;1
michel_r;;ludovic_k;
john_w;20;bruce_w;5
laurent_g;9;howard_s;4
clark_k;13;howard_s;4
jean_t;4;hans_z;4
francois_h;0;howard_s;0
marcel_j;;georges_b;
leo_g;20;clark_k;5
roxane_e;5;maelle_m;3
marcel_j;18;adam_e;0
dexter_m;4;trevor_r;5
hans_z;;leo_g;
lois_l;6;moulinette;2
leo_g;7;steve_j;5
trevor_r;4;howard_s;5
nicolas_s;13;francois_h;1
francois_h;15;laurent_g;3
trevor_r;8;joseph_c;4
hans_z;8;david_a;3
didier_f;18;hans_z;5
didier_f;2;leo_g;4
ludovic_k;4;joseph_c;4
michel_r;9;michel_r;5
lois_l;19;didier_f;0
nicolas_s;9;ludovic_k;5
marie_c;11;didier_f;2
leo_g;18;david_a;4
sandra_n;;david_a;
john_w;10;sandra_n;1
jean_t;2;francois_h;3
dexter_m;18;laurent_g;0
michel_r;18;marcel_j;3
roxane_e;3;nicolas_s;0
olivier_z;13;clark_k;1
joseph_c;;sandra_n;
francois_h;13;joseph_c;1
marie_c;8;joseph_c;5
georges_b;11;bruce_w;5
adam_e;;ludovic_k;
georges_b;8;david_a;4
mathieu_c;8;john_w;3
francois_h;;marie_c;
adam_e;6;hans_z;5
didier_f;19;didier_f;1
ludovic_k;11;trevor_r;5
ludovic_k;;steve_j;
mathieu_c;10;adam_e;0
marie_c;8;hans_z;3
nicolas_s;;olivier_z;
steve_j;10;dexter_m;2
jean_t;;john_w;
adam_e;;nicolas_s;
dexter_m;13;bruce_w;3
olivier_z;19;joseph_c;3
clark_k;3;clark_k;1
melissa_v;;michel_r;
steve_j;7;michel_r;1
georges_b;;michel_r;
joseph_c;7;nicolas_s;4
didier_f;6;lois_l;2
ludovic_k;;roxane_e;
david_a;;georges_b;
marcel_j;18;ludovic_k;5
steve_j;15;marie_c;1
bertrand_y;6;john_w;1
trevor_r;;clark_k;
joseph_c;11;mathieu_c;2
marie_c;14;moulinette;1
melissa_v;;david_a;
adam_e;;david_a;
maelle_m;5;mathieu_c;2
didier_f;18;jean_t;5
steve_j;;olivier_z;
nicolas_s;6;john_w;5
bertrand_y;;francois_h;
laurent_g;14;sandra_n;4
georges_b;;didier_f;
adam_e;;didier_f;
clark_k;2;didier_f;4
didier_f;;michel_r;
didier_f;16;dexter_m;1
georges_b;5;trevor_r;2
francois_h;;melissa_v;
leo_g;0;ludovic_k;4
melissa_v;15;steve_j;3
marie_c;8;howard_s;5
howard_s;8;ludovic_k;0
nicolas_s;11;hans_z;4
david_a;1;bertrand_y;0
howard_s;17;hans_z;1
michel_r;;john_w;
dexter_m;;dexter_m;
lois_l;;ludovic_k;
jean_t;;didier_f;
hans_z;19;bertrand_y;3
howard_s;6;jean_t;2
marcel_j;19;maelle_m;1
clark_k;2;roxane_e;1
nicolas_s;;jean_t;
adam_e;;michel_r;
adam_e;9;marie_c;0
hans_z;;laurent_g;
bruce_w;20;michel_r;5
leo_g;16;georges_b;1
ludovic_k;;leo_g;
joseph_c;;bertrand_y;
mathieu_c;;leo_g;
sandra_n;15;howard_s;2
clark_k;12;michel_r;2
maelle_m;;bruce_w;
francois_h;20;trevor_r;0
roxane_e;11;roxane_e;3
trevor_r;;adam_e;
francois_h;;dexter_m;
howard_s;4;bruce_w;4
olivier_z;10;steve_j;1
adam_e;6;moulinette;0
jean_t;13;joseph_c;5
joseph_c;18;joseph_c;3
trevor_r;;lois_l;
